#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,gReH,gReE,gReHTilde
10,16,5.75,1.27,0.154,-0.26,247.85,0.204834,0.0251217,0.122644,0.58528,0.885734,0.385432,-1.20557,2.123
10,17,5.75,1.27,0.154,-0.26,262.93,0.315398,0.0319064,0.101163,0.58528,0.885734,0.385432,-1.20557,2.123
10,18,5.75,1.27,0.154,-0.26,278.03,0.443134,0.034951,0.0788722,0.58528,0.885734,0.385432,-1.20557,2.123
10,19,5.75,1.27,0.154,-0.26,293.14,0.836764,0.0819105,0.0978895,0.58528,0.885734,0.385432,-1.20557,2.123
10,20,5.75,1.27,0.154,-0.26,307.61,1.5828,0.141191,0.0892033,0.58528,0.885734,0.385432,-1.20557,2.123
10,21,5.75,1.27,0.154,-0.26,316.99,0,0,0,0,0,0,0,0
10,22,5.75,1.27,0.154,-0.26,337.5,0,0,0,0,0,0,0,0
10,23,5.75,1.27,0.154,-0.26,352.5,0,0,0,0,0,0,0,0
11,0,5.75,1.27,0.154,-0.34,7.5,0,0,0,0,0,0,0,0
11,1,5.75,1.27,0.154,-0.34,22.5,0,0,0,0,0,0,0,0
11,2,5.75,1.27,0.154,-0.34,42.82,0,0,0,0,0,0,0,0
11,3,5.75,1.27,0.154,-0.34,51.8,0.763494,0.0638893,0.0836801,0.516032,0.74472,0.625432,-1.56557,2.563
11,4,5.75,1.27,0.154,-0.34,66.83,0.484315,0.0509849,0.105272,0.516032,0.74472,0.625432,-1.56557,2.563
11,5,5.75,1.27,0.154,-0.34,81.95,0.279458,0.0340983,0.122016,0.516032,0.74472,0.625432,-1.56557,2.563
11,6,5.75,1.27,0.154,-0.34,97.05,0.178351,0.017539,0.0983397,0.516032,0.74472,0.625432,-1.56557,2.563
11,7,5.75,1.27,0.154,-0.34,112.14,0.122999,0.0141879,0.11535,0.516032,0.74472,0.625432,-1.56557,2.563
11,8,5.75,1.27,0.154,-0.34,127.23,0.102374,0.0154443,0.150862,0.516032,0.74472,0.625432,-1.56557,2.563
11,9,5.75,1.27,0.154,-0.34,142.31,0.0573691,0.0111596,0.194523,0.516032,0.74472,0.625432,-1.56557,2.563
11,10,5.75,1.27,0.154,-0.34,157.38,0.0723663,0.011051,0.152709,0.516032,0.74472,0.625432,-1.56557,2.563
11,11,5.75,1.27,0.154,-0.34,172.46,0.0429974,0.00762993,0.177451,0.516032,0.74472,0.625432,-1.56557,2.563
11,12,5.75,1.27,0.154,-0.34,187.54,0.0613631,0.0129157,0.21048,0.516032,0.74472,0.625432,-1.56557,2.563
11,13,5.75,1.27,0.154,-0.34,202.62,0.0762566,0.011398,0.149468,0.516032,0.74472,0.625432,-1.56557,2.563
11,14,5.75,1.27,0.154,-0.34,217.69,0.0701903,0.00871742,0.124197,0.516032,0.74472,0.625432,-1.56557,2.563
11,15,5.75,1.27,0.154,-0.34,232.77,0.0773182,0.0115006,0.148744,0.516032,0.74472,0.625432,-1.56557,2.563
11,16,5.75,1.27,0.154,-0.34,247.86,0.133178,0.0185305,0.139141,0.516032,0.74472,0.625432,-1.56557,2.563
11,17,5.75,1.27,0.154,-0.34,262.95,0.157929,0.015958,0.101045,0.516032,0.74472,0.625432,-1.56557,2.563
11,18,5.75,1.27,0.154,-0.34,278.05,0.298889,0.0287593,0.0962209,0.516032,0.74472,0.625432,-1.56557,2.563
11,19,5.75,1.27,0.154,-0.34,293.17,0.493626,0.0508213,0.102955,0.516032,0.74472,0.625432,-1.56557,2.563
11,20,5.75,1.27,0.154,-0.34,308.2,0.830031,0.0818129,0.0985661,0.516032,0.74472,0.625432,-1.56557,2.563
11,21,5.75,1.27,0.154,-0.34,317.18,0,0,0,0,0,0,0,0
11,22,5.75,1.27,0.154,-0.34,337.5,0,0,0,0,0,0,0,0
11,23,5.75,1.27,0.154,-0.34,352.5,0,0,0,0,0,0,0,0
12,0,5.75,1.27,0.154,-0.45,7.5,0,0,0,0,0,0,0,0
12,1,5.75,1.27,0.154,-0.45,22.5,0,0,0,0,0,0,0,0
12,2,5.75,1.27,0.154,-0.45,41.09,0.675056,0.0591559,0.0876312,0.441298,0.599887,1.05993,-2.06057,3.168
12,3,5.75,1.27,0.154,-0.45,51.65,0.382711,0.0311602,0.0814196,0.441298,0.599887,1.05993,-2.06057,3.168
12,4,5.75,1.27,0.154,-0.45,66.81,0.225632,0.024431,0.108278,0.441298,0.599887,1.05993,-2.06057,3.168
12,5,5.75,1.27,0.154,-0.45,81.93,0.108771,0.0143319,0.131762,0.441298,0.599887,1.05993,-2.06057,3.168
12,6,5.75,1.27,0.154,-0.45,97.04,0.0854535,0.00976611,0.114286,0.441298,0.599887,1.05993,-2.06057,3.168
12,7,5.75,1.27,0.154,-0.45,112.13,0.0554461,0.00691446,0.124706,0.441298,0.599887,1.05993,-2.06057,3.168
12,8,5.75,1.27,0.154,-0.45,127.22,0.036068,0.00686767,0.190409,0.441298,0.599887,1.05993,-2.06057,3.168
12,9,5.75,1.27,0.154,-0.45,142.3,0.0376074,0.00709574,0.188679,0.441298,0.599887,1.05993,-2.06057,3.168
12,10,5.75,1.27,0.154,-0.45,157.38,0.0292858,0.00549543,0.187648,0.441298,0.599887,1.05993,-2.06057,3.168
12,11,5.75,1.27,0.154,-0.45,172.46,0.0166468,0.00357739,0.2149,0.441298,0.599887,1.05993,-2.06057,3.168
12,12,5.75,1.27,0.154,-0.45,187.54,0.0329766,0.0106145,0.321881,0.441298,0.599887,1.05993,-2.06057,3.168
12,13,5.75,1.27,0.154,-0.45,202.62,0.0335196,0.00681443,0.203297,0.441298,0.599887,1.05993,-2.06057,3.168
12,14,5.75,1.27,0.154,-0.45,217.7,0.0357849,0.00574461,0.160532,0.441298,0.599887,1.05993,-2.06057,3.168
12,15,5.75,1.27,0.154,-0.45,232.78,0.0391896,0.00584126,0.149051,0.441298,0.599887,1.05993,-2.06057,3.168
12,16,5.75,1.27,0.154,-0.45,247.87,0.0624427,0.00962695,0.154173,0.441298,0.599887,1.05993,-2.06057,3.168
12,17,5.75,1.27,0.154,-0.45,262.96,0.0950022,0.0111374,0.117233,0.441298,0.599887,1.05993,-2.06057,3.168
12,18,5.75,1.27,0.154,-0.45,278.07,0.115901,0.0133125,0.114861,0.441298,0.599887,1.05993,-2.06057,3.168
12,19,5.75,1.27,0.154,-0.45,293.19,0.203986,0.0187801,0.0920652,0.441298,0.599887,1.05993,-2.06057,3.168
12,20,5.75,1.27,0.154,-0.45,308.35,0.482104,0.048391,0.100375,0.441298,0.599887,1.05993,-2.06057,3.168
12,21,5.75,1.27,0.154,-0.45,318.91,0.823285,0.0768201,0.0933093,0.441298,0.599887,1.05993,-2.06057,3.168
12,22,5.75,1.27,0.154,-0.45,337.5,0,0,0,0,0,0,0,0
12,23,5.75,1.27,0.154,-0.45,352.5,0,0,0,0,0,0,0,0
13,0,5.75,1.39,0.155,-0.11,7.5,0,0,0,0,0,0,0,0
13,1,5.75,1.39,0.155,-0.11,22.5,0,0,0,0,0,0,0,0
13,2,5.75,1.39,0.155,-0.11,44.3,0,0,0,0,0,0,0,0
13,3,5.75,1.39,0.155,-0.11,56.08,0,0,0,0,0,0,0,0
13,4,5.75,1.39,0.155,-0.11,68.41,4.23123,0.240421,0.0568205,0.772056,1.28727,0.10855,-0.531038,1.3025
13,5,5.75,1.39,0.155,-0.11,82.12,2.97069,0.158259,0.0532735,0.772056,1.28727,0.10855,-0.531038,1.3025
13,6,5.75,1.39,0.155,-0.11,97.15,1.83306,0.110039,0.0600301,0.772056,1.28727,0.10855,-0.531038,1.3025
13,7,5.75,1.39,0.155,-0.11,112.22,1.57298,0.129623,0.0824061,0.772056,1.28727,0.10855,-0.531038,1.3025
13,8,5.75,1.39,0.155,-0.11,127.28,1.42447,0.127422,0.0894524,0.772056,1.28727,0.10855,-0.531038,1.3025
13,9,5.75,1.39,0.155,-0.11,142.34,1.09062,0.0824322,0.0755832,0.772056,1.28727,0.10855,-0.531038,1.3025
13,10,5.75,1.39,0.155,-0.11,157.4,1.23121,0.104594,0.0849524,0.772056,1.28727,0.10855,-0.531038,1.3025
13,11,5.75,1.39,0.155,-0.11,172.47,0.877754,0.0972125,0.110751,0.772056,1.28727,0.10855,-0.531038,1.3025
13,12,5.75,1.39,0.155,-0.11,187.53,0.697847,0.0733473,0.105105,0.772056,1.28727,0.10855,-0.531038,1.3025
13,13,5.75,1.39,0.155,-0.11,202.6,1.0294,0.0891215,0.0865761,0.772056,1.28727,0.10855,-0.531038,1.3025
13,14,5.75,1.39,0.155,-0.11,217.66,1.36281,0.114149,0.0837599,0.772056,1.28727,0.10855,-0.531038,1.3025
13,15,5.75,1.39,0.155,-0.11,232.72,1.32189,0.12086,0.0914296,0.772056,1.28727,0.10855,-0.531038,1.3025
13,16,5.75,1.39,0.155,-0.11,247.78,1.73516,0.135827,0.078279,0.772056,1.28727,0.10855,-0.531038,1.3025
13,17,5.75,1.39,0.155,-0.11,262.85,2.14438,0.122619,0.0571814,0.772056,1.28727,0.10855,-0.531038,1.3025
13,18,5.75,1.39,0.155,-0.11,277.88,3.0998,0.189978,0.0612873,0.772056,1.28727,0.10855,-0.531038,1.3025
13,19,5.75,1.39,0.155,-0.11,291.59,4.10792,0.237325,0.0577725,0.772056,1.28727,0.10855,-0.531038,1.3025
13,20,5.75,1.39,0.155,-0.11,303.92,0,0,0,0,0,0,0,0
13,21,5.75,1.39,0.155,-0.11,315.7,0,0,0,0,0,0,0,0
13,22,5.75,1.39,0.155,-0.11,337.5,0,0,0,0,0,0,0,0
13,23,5.75,1.39,0.155,-0.11,352.5,0,0,0,0,0,0,0,0
14,0,5.75,1.39,0.155,-0.15,7.5,0,0,0,0,0,0,0,0
14,1,5.75,1.39,0.155,-0.15,22.5,0,0,0,0,0,0,0,0
14,2,5.75,1.39,0.155,-0.15,37.5,0,0,0,0,0,0,0,0
14,3,5.75,1.39,0.155,-0.15,56.69,0,0,0,0,0,0,0,0
14,4,5.75,1.39,0.155,-0.15,68.06,2.55926,0.159759,0.0624241,0.712357,1.15655,0.16055,-0.711037,1.5225
14,5,5.75,1.39,0.155,-0.15,82.05,1.70692,0.103795,0.0608085,0.712357,1.15655,0.16055,-0.711037,1.5225
14,6,5.75,1.39,0.155,-0.15,97.13,1.27276,0.0789183,0.0620056,0.712357,1.15655,0.16055,-0.711037,1.5225
14,7,5.75,1.39,0.155,-0.15,112.2,1.07834,0.0826735,0.0766672,0.712357,1.15655,0.16055,-0.711037,1.5225
14,8,5.75,1.39,0.155,-0.15,127.27,0.724559,0.0709048,0.0978593,0.712357,1.15655,0.16055,-0.711037,1.5225
14,9,5.75,1.39,0.155,-0.15,142.33,0.631108,0.0601856,0.095365,0.712357,1.15655,0.16055,-0.711037,1.5225
14,10,5.75,1.39,0.155,-0.15,157.4,0.619892,0.0527358,0.0850726,0.712357,1.15655,0.16055,-0.711037,1.5225
14,11,5.75,1.39,0.155,-0.15,172.47,0.606175,0.0640388,0.105644,0.712357,1.15655,0.16055,-0.711037,1.5225
14,12,5.75,1.39,0.155,-0.15,187.53,0.583307,0.0597872,0.102497,0.712357,1.15655,0.16055,-0.711037,1.5225
14,13,5.75,1.39,0.155,-0.15,202.6,0.521764,0.046892,0.089872,0.712357,1.15655,0.16055,-0.711037,1.5225
14,14,5.75,1.39,0.155,-0.15,217.67,0.599175,0.05155,0.0860349,0.712357,1.15655,0.16055,-0.711037,1.5225
14,15,5.75,1.39,0.155,-0.15,232.73,0.769662,0.0720431,0.0936036,0.712357,1.15655,0.16055,-0.711037,1.5225
14,16,5.75,1.39,0.155,-0.15,247.8,0.965513,0.0804671,0.0833413,0.712357,1.15655,0.16055,-0.711037,1.5225
14,17,5.75,1.39,0.155,-0.15,262.87,1.18071,0.0776172,0.0657377,0.712357,1.15655,0.16055,-0.711037,1.5225
14,18,5.75,1.39,0.155,-0.15,277.95,1.70574,0.10348,0.060666,0.712357,1.15655,0.16055,-0.711037,1.5225
14,19,5.75,1.39,0.155,-0.15,291.94,2.61676,0.159682,0.0610227,0.712357,1.15655,0.16055,-0.711037,1.5225
14,20,5.75,1.39,0.155,-0.15,303.31,0,0,0,0,0,0,0,0
14,21,5.75,1.39,0.155,-0.15,322.5,0,0,0,0,0,0,0,0
14,22,5.75,1.39,0.155,-0.15,337.5,0,0,0,0,0,0,0,0
14,23,5.75,1.39,0.155,-0.15,352.5,0,0,0,0,0,0,0,0
15,0,5.75,1.39,0.155,-0.2,7.5,0,0,0,0,0,0,0,0
15,1,5.75,1.39,0.155,-0.2,22.5,0,0,0,0,0,0,0,0
15,2,5.75,1.39,0.155,-0.2,37.5,0,0,0,0,0,0,0,0
15,3,5.75,1.39,0.155,-0.2,56.53,0,0,0,0,0,0,0,0
15,4,5.75,1.39,0.155,-0.2,67.32,1.66193,0.131632,0.0792045,0.648916,1.01978,0.24805,-0.936038,1.7975
15,5,5.75,1.39,0.155,-0.2,82.02,1.10076,0.0861189,0.0782358,0.648916,1.01978,0.24805,-0.936038,1.7975
15,6,5.75,1.39,0.155,-0.2,97.11,0.774165,0.0598641,0.0773274,0.648916,1.01978,0.24805,-0.936038,1.7975
15,7,5.75,1.39,0.155,-0.2,112.19,0.652214,0.0648959,0.099501,0.648916,1.01978,0.24805,-0.936038,1.7975
15,8,5.75,1.39,0.155,-0.2,127.26,0.386519,0.0454277,0.11753,0.648916,1.01978,0.24805,-0.936038,1.7975
15,9,5.75,1.39,0.155,-0.2,142.33,0.41405,0.0448623,0.10835,0.648916,1.01978,0.24805,-0.936038,1.7975
15,10,5.75,1.39,0.155,-0.2,157.4,0.320277,0.036423,0.113724,0.648916,1.01978,0.24805,-0.936038,1.7975
15,11,5.75,1.39,0.155,-0.2,172.47,0.325739,0.0406294,0.12473,0.648916,1.01978,0.24805,-0.936038,1.7975
15,12,5.75,1.39,0.155,-0.2,187.53,0.341789,0.0508964,0.148911,0.648916,1.01978,0.24805,-0.936038,1.7975
15,13,5.75,1.39,0.155,-0.2,202.6,0.319652,0.0347416,0.108686,0.648916,1.01978,0.24805,-0.936038,1.7975
15,14,5.75,1.39,0.155,-0.2,217.67,0.403458,0.0389142,0.0964518,0.648916,1.01978,0.24805,-0.936038,1.7975
15,15,5.75,1.39,0.155,-0.2,232.74,0.525858,0.0573085,0.108981,0.648916,1.01978,0.24805,-0.936038,1.7975
15,16,5.75,1.39,0.155,-0.2,247.81,0.516294,0.0509795,0.0987413,0.648916,1.01978,0.24805,-0.936038,1.7975
15,17,5.75,1.39,0.155,-0.2,262.89,0.691824,0.0521306,0.0753525,0.648916,1.01978,0.24805,-0.936038,1.7975
15,18,5.75,1.39,0.155,-0.2,277.98,1.11949,0.0850011,0.0759281,0.648916,1.01978,0.24805,-0.936038,1.7975
15,19,5.75,1.39,0.155,-0.2,292.68,1.56999,0.117942,0.0751228,0.648916,1.01978,0.24805,-0.936038,1.7975
15,20,5.75,1.39,0.155,-0.2,303.47,0,0,0,0,0,0,0,0
15,21,5.75,1.39,0.155,-0.2,322.5,0,0,0,0,0,0,0,0
15,22,5.75,1.39,0.155,-0.2,337.5,0,0,0,0,0,0,0,0
15,23,5.75,1.39,0.155,-0.2,352.5,0,0,0,0,0,0,0,0
16,0,5.75,1.39,0.155,-0.26,7.5,0,0,0,0,0,0,0,0
16,1,5.75,1.39,0.155,-0.26,22.5,0,0,0,0,0,0,0,0
16,2,5.75,1.39,0.155,-0.26,37.5,0,0,0,0,0,0,0,0
16,3,5.75,1.39,0.155,-0.26,56.03,0,0,0,0,0,0,0,0
16,4,5.75,1.39,0.155,-0.26,66.92,0.95241,0.0745608,0.0782864,0.58528,0.885734,0.38605,-1.20604,2.1275
16,5,5.75,1.39,0.155,-0.26,82,0.645395,0.0531434,0.0823424,0.58528,0.885734,0.38605,-1.20604,2.1275
16,6,5.75,1.39,0.155,-0.26,97.09,0.437729,0.0417288,0.0953303,0.58528,0.885734,0.38605,-1.20604,2.1275
16,7,5.75,1.39,0.155,-0.26,112.18,0.317512,0.0318225,0.100225,0.58528,0.885734,0.38605,-1.20604,2.1275
16,8,5.75,1.39,0.155,-0.26,127.25,0.178356,0.0226484,0.126984,0.58528,0.885734,0.38605,-1.20604,2.1275
16,9,5.75,1.39,0.155,-0.26,142.32,0.182248,0.0220462,0.120968,0.58528,0.885734,0.38605,-1.20604,2.1275
16,10,5.75,1.39,0.155,-0.26,157.39,0.185718,0.0218572,0.11769,0.58528,0.885734,0.38605,-1.20604,2.1275
16,11,5.75,1.39,0.155,-0.26,172.46,0.175635,0.0224135,0.127614,0.58528,0.885734,0.38605,-1.20604,2.1275
16,12,5.75,1.39,0.155,-0.26,187.54,0.190471,0.0293749,0.154222,0.58528,0.885734,0.38605,-1.20604,2.1275
16,13,5.75,1.39,0.155,-0.26,202.61,0.171711,0.0184356,0.107365,0.58528,0.885734,0.38605,-1.20604,2.1275
16,14,5.75,1.39,0.155,-0.26,217.68,0.187328,0.02278,0.121605,0.58528,0.885734,0.38605,-1.20604,2.1275
16,15,5.75,1.39,0.155,-0.26,232.75,0.243637,0.0271357,0.111378,0.58528,0.885734,0.38605,-1.20604,2.1275
16,16,5.75,1.39,0.155,-0.26,247.82,0.313831,0.0393423,0.125362,0.58528,0.885734,0.38605,-1.20604,2.1275
16,17,5.75,1.39,0.155,-0.26,262.91,0.451763,0.0377496,0.0835607,0.58528,0.885734,0.38605,-1.20604,2.1275
16,18,5.75,1.39,0.155,-0.26,278,0.555703,0.0425734,0.0766119,0.58528,0.885734,0.38605,-1.20604,2.1275
16,19,5.75,1.39,0.155,-0.26,293.08,0.942557,0.0779212,0.08267,0.58528,0.885734,0.38605,-1.20604,2.1275
16,20,5.75,1.39,0.155,-0.26,303.97,0,0,0,0,0,0,0,0
16,21,5.75,1.39,0.155,-0.26,322.5,0,0,0,0,0,0,0,0
16,22,5.75,1.39,0.155,-0.26,337.5,0,0,0,0,0,0,0,0
16,23,5.75,1.39,0.155,-0.26,352.5,0,0,0,0,0,0,0,0
17,0,5.75,1.39,0.155,-0.34,7.5,0,0,0,0,0,0,0,0
17,1,5.75,1.39,0.155,-0.34,22.5,0,0,0,0,0,0,0,0
17,2,5.75,1.39,0.155,-0.34,44.3,0,0,0,0,0,0,0,0
17,3,5.75,1.39,0.155,-0.34,54.08,0.841698,0.067527,0.0802271,0.516032,0.74472,0.62605,-1.56604,2.5675
17,4,5.75,1.39,0.155,-0.34,66.88,0.519706,0.0442532,0.0851504,0.516032,0.74472,0.62605,-1.56604,2.5675
17,5,5.75,1.39,0.155,-0.34,81.99,0.279625,0.0268588,0.0960529,0.516032,0.74472,0.62605,-1.56604,2.5675
17,6,5.75,1.39,0.155,-0.34,97.08,0.155175,0.0145852,0.0939917,0.516032,0.74472,0.62605,-1.56604,2.5675
17,7,5.75,1.39,0.155,-0.34,112.17,0.162252,0.0167902,0.103482,0.516032,0.74472,0.62605,-1.56604,2.5675
17,8,5.75,1.39,0.155,-0.34,127.25,0.125822,0.0170354,0.135393,0.516032,0.74472,0.62605,-1.56604,2.5675
17,9,5.75,1.39,0.155,-0.34,142.32,0.0959354,0.0125175,0.130478,0.516032,0.74472,0.62605,-1.56604,2.5675
17,10,5.75,1.39,0.155,-0.34,157.39,0.0856712,0.0109655,0.127996,0.516032,0.74472,0.62605,-1.56604,2.5675
17,11,5.75,1.39,0.155,-0.34,172.46,0.0984988,0.0128872,0.130836,0.516032,0.74472,0.62605,-1.56604,2.5675
17,12,5.75,1.39,0.155,-0.34,187.54,0.106611,0.0163881,0.153719,0.516032,0.74472,0.62605,-1.56604,2.5675
17,13,5.75,1.39,0.155,-0.34,202.61,0.103731,0.0127287,0.122708,0.516032,0.74472,0.62605,-1.56604,2.5675
17,14,5.75,1.39,0.155,-0.34,217.68,0.119771,0.0143675,0.119958,0.516032,0.74472,0.62605,-1.56604,2.5675
17,15,5.75,1.39,0.155,-0.34,232.75,0.117799,0.0149695,0.127077,0.516032,0.74472,0.62605,-1.56604,2.5675
17,16,5.75,1.39,0.155,-0.34,247.83,0.198996,0.028428,0.142857,0.516032,0.74472,0.62605,-1.56604,2.5675
17,17,5.75,1.39,0.155,-0.34,262.92,0.203909,0.0209594,0.102788,0.516032,0.74472,0.62605,-1.56604,2.5675
17,18,5.75,1.39,0.155,-0.34,278.01,0.325965,0.028179,0.0864481,0.516032,0.74472,0.62605,-1.56604,2.5675
17,19,5.75,1.39,0.155,-0.34,293.12,0.547215,0.0532591,0.0973276,0.516032,0.74472,0.62605,-1.56604,2.5675
17,20,5.75,1.39,0.155,-0.34,305.92,0.962523,0.0811696,0.08433,0.516032,0.74472,0.62605,-1.56604,2.5675
17,21,5.75,1.39,0.155,-0.34,315.7,0,0,0,0,0,0,0,0
17,22,5.75,1.39,0.155,-0.34,337.5,0,0,0,0,0,0,0,0
17,23,5.75,1.39,0.155,-0.34,352.5,0,0,0,0,0,0,0,0
18,0,5.75,1.39,0.155,-0.45,7.5,0,0,0,0,0,0,0,0
18,1,5.75,1.39,0.155,-0.45,22.5,0,0,0,0,0,0,0,0
18,2,5.75,1.39,0.155,-0.45,42.85,0,0,0,0,0,0,0,0
18,3,5.75,1.39,0.155,-0.45,51.97,0.389156,0.0260855,0.067031,0.441298,0.599887,1.06055,-2.06104,3.1725
18,4,5.75,1.39,0.155,-0.45,66.88,0.240307,0.0213879,0.0890024,0.441298,0.599887,1.06055,-2.06104,3.1725
18,5,5.75,1.39,0.155,-0.45,81.98,0.139202,0.0158845,0.114111,0.441298,0.599887,1.06055,-2.06104,3.1725
18,6,5.75,1.39,0.155,-0.45,97.08,0.109917,0.0119982,0.109157,0.441298,0.599887,1.06055,-2.06104,3.1725
18,7,5.75,1.39,0.155,-0.45,112.16,0.058884,0.00716392,0.121662,0.441298,0.599887,1.06055,-2.06104,3.1725
18,8,5.75,1.39,0.155,-0.45,127.24,0.0461198,0.00708297,0.153578,0.441298,0.599887,1.06055,-2.06104,3.1725
18,9,5.75,1.39,0.155,-0.45,142.32,0.054445,0.00796304,0.146259,0.441298,0.599887,1.06055,-2.06104,3.1725
18,10,5.75,1.39,0.155,-0.45,157.39,0.0446737,0.00551992,0.123561,0.441298,0.599887,1.06055,-2.06104,3.1725
18,11,5.75,1.39,0.155,-0.45,172.46,0.0397645,0.00541787,0.136249,0.441298,0.599887,1.06055,-2.06104,3.1725
18,12,5.75,1.39,0.155,-0.45,187.54,0.0294569,0.00517565,0.175703,0.441298,0.599887,1.06055,-2.06104,3.1725
18,13,5.75,1.39,0.155,-0.45,202.61,0.0337882,0.00514631,0.152311,0.441298,0.599887,1.06055,-2.06104,3.1725
18,14,5.75,1.39,0.155,-0.45,217.68,0.0485867,0.00619794,0.127565,0.441298,0.599887,1.06055,-2.06104,3.1725
18,15,5.75,1.39,0.155,-0.45,232.76,0.0490153,0.00754845,0.154002,0.441298,0.599887,1.06055,-2.06104,3.1725
18,16,5.75,1.39,0.155,-0.45,247.84,0.081752,0.012003,0.146822,0.441298,0.599887,1.06055,-2.06104,3.1725
18,17,5.75,1.39,0.155,-0.45,262.92,0.0971728,0.0109974,0.113174,0.441298,0.599887,1.06055,-2.06104,3.1725
18,18,5.75,1.39,0.155,-0.45,278.02,0.161903,0.0152527,0.0942092,0.441298,0.599887,1.06055,-2.06104,3.1725
18,19,5.75,1.39,0.155,-0.45,293.12,0.235348,0.0226377,0.0961882,0.441298,0.599887,1.06055,-2.06104,3.1725
18,20,5.75,1.39,0.155,-0.45,308.03,0.456779,0.0388556,0.0850645,0.441298,0.599887,1.06055,-2.06104,3.1725
18,21,5.75,1.39,0.155,-0.45,317.15,0,0,0,0,0,0,0,0
18,22,5.75,1.39,0.155,-0.45,337.5,0,0,0,0,0,0,0,0
18,23,5.75,1.39,0.155,-0.45,352.5,0,0,0,0,0,0,0,0
19,0,5.75,1.45,0.184,-0.11,7.85,5.21853,0.309232,0.0592565,0.772056,1.28727,0.128212,-0.545784,1.433
19,1,5.75,1.45,0.184,-0.11,22.93,3.91323,0.171134,0.0437322,0.772056,1.28727,0.128212,-0.545784,1.433
19,2,5.75,1.45,0.184,-0.11,37.42,3.10942,0.137797,0.0443161,0.772056,1.28727,0.128212,-0.545784,1.433
19,3,5.75,1.45,0.184,-0.11,52.08,2.23417,0.132555,0.0593305,0.772056,1.28727,0.128212,-0.545784,1.433
19,4,5.75,1.45,0.184,-0.11,67.09,1.6991,0.136257,0.0801934,0.772056,1.28727,0.128212,-0.545784,1.433
19,5,5.75,1.45,0.184,-0.11,82.13,1.2382,0.102638,0.0828926,0.772056,1.28727,0.128212,-0.545784,1.433
19,6,5.75,1.45,0.184,-0.11,97.17,0.934032,0.0746051,0.0798742,0.772056,1.28727,0.128212,-0.545784,1.433
19,7,5.75,1.45,0.184,-0.11,112.21,0.640986,0.0633697,0.098863,0.772056,1.28727,0.128212,-0.545784,1.433
19,8,5.75,1.45,0.184,-0.11,127.27,0.609363,0.0746772,0.12255,0.772056,1.28727,0.128212,-0.545784,1.433
19,9,5.75,1.45,0.184,-0.11,142.33,0.496901,0.0562204,0.113142,0.772056,1.28727,0.128212,-0.545784,1.433
19,10,5.75,1.45,0.184,-0.11,157.39,0.433151,0.0440825,0.101772,0.772056,1.28727,0.128212,-0.545784,1.433
19,11,5.75,1.45,0.184,-0.11,172.46,0.450847,0.0595388,0.13206,0.772056,1.28727,0.128212,-0.545784,1.433
19,12,5.75,1.45,0.184,-0.11,187.54,0.38182,0.0528404,0.138391,0.772056,1.28727,0.128212,-0.545784,1.433
19,13,5.75,1.45,0.184,-0.11,202.61,0.371887,0.0442764,0.119059,0.772056,1.28727,0.128212,-0.545784,1.433
19,14,5.75,1.45,0.184,-0.11,217.67,0.388248,0.0428931,0.110479,0.772056,1.28727,0.128212,-0.545784,1.433
19,15,5.75,1.45,0.184,-0.11,232.73,0.412565,0.0544565,0.131995,0.772056,1.28727,0.128212,-0.545784,1.433
19,16,5.75,1.45,0.184,-0.11,247.79,0.622586,0.0634178,0.101862,0.772056,1.28727,0.128212,-0.545784,1.433
19,17,5.75,1.45,0.184,-0.11,262.83,0.823426,0.0703227,0.0854026,0.772056,1.28727,0.128212,-0.545784,1.433
19,18,5.75,1.45,0.184,-0.11,277.87,1.01538,0.0828524,0.0815976,0.772056,1.28727,0.128212,-0.545784,1.433
19,19,5.75,1.45,0.184,-0.11,292.91,1.63627,0.124554,0.0761209,0.772056,1.28727,0.128212,-0.545784,1.433
19,20,5.75,1.45,0.184,-0.11,307.92,2.48087,0.136095,0.0548578,0.772056,1.28727,0.128212,-0.545784,1.433
19,21,5.75,1.45,0.184,-0.11,322.58,3.25428,0.141546,0.0434954,0.772056,1.28727,0.128212,-0.545784,1.433
19,22,5.75,1.45,0.184,-0.11,337.07,4.11047,0.185524,0.0451344,0.772056,1.28727,0.128212,-0.545784,1.433
19,23,5.75,1.45,0.184,-0.11,352.15,4.85431,0.280386,0.0577601,0.772056,1.28727,0.128212,-0.545784,1.433
20,0,5.75,1.45,0.184,-0.15,8.73,0,0,0,0,0,0,0,0
20,1,5.75,1.45,0.184,-0.15,24.27,3.76856,0.208763,0.0553961,0.712357,1.15655,0.180212,-0.725784,1.653
20,2,5.75,1.45,0.184,-0.15,38,2.61599,0.120028,0.0458823,0.712357,1.15655,0.180212,-0.725784,1.653
20,3,5.75,1.45,0.184,-0.15,51.97,1.55985,0.08003,0.0513063,0.712357,1.15655,0.180212,-0.725784,1.653
20,4,5.75,1.45,0.184,-0.15,67.01,1.04713,0.0778687,0.0743638,0.712357,1.15655,0.180212,-0.725784,1.653
20,5,5.75,1.45,0.184,-0.15,82.07,0.725416,0.0568448,0.0783616,0.712357,1.15655,0.180212,-0.725784,1.653
